,state,acclength,areacode,interplan,vmailplan,vmailmess,daycalls,daycharge,evecalls,evecharge,nightcalls,nightcharge,intlmins,intlcalls,intlcharge,custservcalls,churn
2049,OR,138,415,yes,yes,28,117,35.9,98,26.56,118,8.01,10.7,2,2.89,3,yes
2050,FL,90,415,no,yes,24,82,12.1,103,15.44,111,8.41,12.9,1,3.48,1,no
2051,KY,73,408,no,no,0,121,16.13,83,21.52,86,7.88,14.2,2,3.83,2,no
2052,WA,120,408,no,yes,28,123,36.69,76,24.24,78,8.64,6.9,3,1.86,1,no
2053,MT,160,415,no,no,0,113,16.58,69,22.79,62,11.49,13.2,4,3.56,3,no
2054,PA,141,510,no,no,0,121,24.91,125,14.44,112,10.75,8.2,5,2.21,0,no
2055,MA,90,408,no,no,0,72,26.84,93,19.89,86,9.45,12.2,5,3.29,2,no
2056,MN,117,408,no,yes,21,112,26.04,110,22.38,85,6.08,11.9,7,3.21,1,no
2057,IL,79,408,yes,no,0,134,17.6,111,27.14,124,10.8,8.4,4,2.27,2,no
2058,AR,87,408,no,no,0,119,31.59,83,16.35,96,9.0,6.6,4,1.78,1,no
2059,MD,102,415,no,no,0,56,22.02,118,30.11,93,6.55,10.9,3,2.94,1,no
2060,MT,49,408,no,no,0,91,40.22,146,18.78,114,6.61,8.9,2,2.4,1,no
2061,VT,67,408,no,no,0,107,44.27,104,17.7,115,9.36,10.0,2,2.7,6,no
2062,NC,190,408,no,no,0,101,30.97,95,18.05,123,10.49,9.3,4,2.51,2,no
2063,WA,118,510,no,no,0,80,19.21,87,12.76,115,9.19,10.8,4,2.92,2,no
2064,TN,120,415,no,no,0,133,31.57,149,19.98,78,11.54,16.9,6,4.56,0,no
2065,AR,94,408,no,no,0,114,23.15,118,14.03,71,6.21,9.6,5,2.59,0,no
2066,DC,115,510,no,yes,29,81,37.84,109,16.18,87,9.05,11.5,2,3.11,1,no
2067,MN,61,415,no,no,0,67,33.54,106,22.48,116,9.47,9.0,6,2.43,1,no
2068,IA,143,510,no,yes,33,130,24.04,114,15.84,111,9.45,7.7,6,2.08,1,no
2069,KS,110,510,no,no,0,69,35.36,94,8.08,129,8.03,8.0,11,2.16,1,no
2070,ND,104,415,no,no,0,92,20.15,109,15.11,98,11.51,12.1,4,3.27,1,no
2071,DC,147,408,no,no,0,92,28.66,107,15.95,95,9.74,14.4,8,3.89,2,no
2072,MS,102,510,yes,no,0,81,38.11,90,20.68,66,6.65,12.0,8,3.24,3,no
2073,TN,123,415,no,no,0,98,28.37,77,18.85,114,10.98,12.8,4,3.46,3,no
2074,IA,64,415,no,yes,43,100,20.13,108,12.25,91,7.11,8.5,6,2.3,1,no
2075,AK,103,510,no,no,0,62,32.45,53,19.26,96,10.35,7.8,3,2.11,2,no
2076,MN,152,415,no,no,0,60,54.03,100,13.0,63,5.55,10.4,7,2.81,1,yes
2077,WV,124,415,no,no,0,112,53.04,109,15.3,94,7.59,12.8,4,3.46,1,yes
2078,MS,131,415,no,no,0,95,22.37,109,15.24,129,11.3,15.5,3,4.19,1,yes
2079,ME,57,415,no,yes,33,105,32.88,79,19.69,90,10.18,11.1,11,3.0,2,no
2080,MN,157,510,no,no,0,92,31.47,85,18.11,85,8.82,8.5,5,2.3,2,no
2081,GA,194,510,no,no,0,106,32.86,150,14.37,122,10.13,11.8,4,3.19,0,no
2082,DC,66,415,no,no,0,107,24.89,99,16.7,106,10.35,7.8,2,2.11,1,no
2083,GA,155,510,no,no,0,90,12.1,119,25.87,103,8.25,8.6,4,2.32,0,no
2084,OK,116,510,no,no,0,90,34.85,114,11.98,96,12.27,7.5,4,2.03,2,no
2085,OK,63,415,no,no,0,78,21.88,133,20.47,121,10.7,12.8,6,3.46,1,no
2086,GA,64,510,no,no,0,78,36.87,115,17.94,116,8.09,11.4,5,3.08,3,no
2087,NJ,96,510,no,no,0,122,25.5,116,18.57,89,9.56,9.8,1,2.65,3,no
2088,MN,53,415,no,no,0,106,27.9,56,17.51,124,8.76,11.4,2,3.08,1,no
2089,ME,105,510,no,no,0,113,36.04,128,19.26,114,8.71,8.9,7,2.4,3,no
2090,MI,53,510,no,yes,37,99,28.44,99,16.55,112,10.65,12.0,9,3.24,2,no
2091,MT,101,415,no,no,0,130,26.25,101,18.46,52,8.34,13.9,4,3.75,1,no
2092,NE,129,510,no,yes,30,95,30.14,102,18.0,108,10.81,9.3,7,2.51,3,no
2093,ND,122,408,no,no,0,141,39.3,136,22.76,100,10.81,8.8,5,2.38,1,yes
2094,VA,163,415,no,no,0,100,34.49,46,15.18,116,9.17,12.8,3,3.46,5,no
2095,VT,93,408,no,no,0,120,25.43,85,17.06,107,8.15,14.3,9,3.86,0,no
2096,AL,25,408,no,no,0,80,45.03,66,23.9,80,7.47,8.4,4,2.27,1,yes
2097,DC,73,408,no,no,0,92,20.74,114,11.76,128,10.09,5.8,5,1.57,1,no
2098,ND,120,415,no,no,0,88,30.12,99,22.98,90,10.42,14.0,2,3.78,2,no
2099,TN,196,415,no,no,0,80,22.63,120,17.55,96,9.97,10.3,8,2.78,1,no
2100,DE,97,510,no,no,0,90,38.27,127,23.76,103,10.52,8.8,4,2.38,0,yes
2101,NY,148,408,no,no,0,120,35.43,99,14.82,105,13.98,11.2,4,3.02,1,no
2102,OK,86,510,yes,no,0,131,27.61,102,14.2,118,5.8,11.4,2,3.08,2,yes
2103,MS,78,415,no,yes,13,93,47.8,101,15.15,129,10.99,6.4,5,1.73,2,no
2104,NE,147,415,no,yes,38,126,41.38,109,23.27,91,12.73,14.1,8,3.81,2,no
2105,AR,145,415,no,no,0,89,38.11,121,26.77,121,8.23,16.1,3,4.35,1,yes
2106,IL,91,415,no,no,0,100,32.18,107,20.34,89,4.04,9.9,3,2.67,3,no
2107,IN,81,408,no,yes,46,124,28.61,103,23.03,98,10.01,6.7,2,1.81,4,no
2108,UT,116,415,no,yes,24,90,39.59,94,12.93,82,15.49,10.7,6,2.89,1,no
2109,ID,135,510,no,no,0,130,26.25,90,17.32,59,7.14,11.8,3,3.19,0,no
2110,KY,73,510,no,no,0,102,39.9,110,16.63,71,11.4,8.4,8,2.27,2,no
2111,MI,48,415,no,no,0,88,40.8,117,11.99,137,5.8,7.1,9,1.92,1,no
2112,NH,125,415,yes,no,0,78,50.73,142,22.99,84,4.83,12.2,2,3.29,0,yes
2113,WV,100,415,no,no,0,102,28.22,97,20.07,93,6.04,10.9,4,2.94,1,no
2114,OR,165,415,no,yes,33,140,18.97,111,18.13,115,12.04,16.0,3,4.32,0,no
2115,SD,64,415,no,no,0,98,29.67,103,15.32,89,8.06,10.7,2,2.89,2,no
2116,MD,116,510,yes,yes,27,137,29.84,60,17.9,121,13.27,6.9,5,1.86,1,no
2117,ND,147,408,yes,yes,35,109,26.78,67,16.12,76,10.22,11.1,2,3.0,3,yes
2118,TN,115,415,no,no,0,113,35.05,102,14.99,119,13.37,11.0,7,2.97,1,no
2119,MO,84,415,no,yes,35,138,35.28,116,17.09,107,7.4,7.5,16,2.03,4,no
2120,IL,86,510,no,yes,16,105,24.62,111,17.53,117,11.49,11.6,2,3.13,4,no
2121,UT,134,415,no,no,0,85,44.0,114,11.01,106,8.71,10.9,7,2.94,2,no
2122,MI,105,415,no,no,0,106,38.57,77,15.49,107,9.18,11.6,2,3.13,0,yes
2123,AR,88,408,no,no,0,119,25.99,107,14.55,106,11.57,12.0,5,3.24,2,no
2124,TX,90,408,no,yes,27,51,26.64,118,20.1,111,5.54,12.6,6,3.4,2,no
2125,TN,37,415,no,no,0,126,37.57,110,17.38,98,5.31,6.8,3,1.84,4,no
2126,NH,141,415,no,yes,32,92,54.81,107,24.07,111,9.43,6.7,3,1.81,1,yes
2127,NM,148,408,no,no,0,148,26.11,87,22.28,99,10.15,9.8,3,2.65,2,no
2128,MN,163,408,no,yes,22,91,36.57,102,11.81,109,6.58,12.4,2,3.35,2,no
2129,IA,89,415,no,yes,35,108,29.65,100,16.72,74,5.73,11.8,3,3.19,1,no
2130,RI,63,415,no,no,0,126,30.69,98,19.55,73,10.46,10.6,3,2.86,0,no
2131,AL,102,415,no,no,0,106,20.93,102,15.47,75,11.01,12.6,7,3.4,2,no
2132,NC,76,510,no,no,0,94,28.17,80,21.88,114,7.69,10.0,4,2.7,1,no
2133,SD,104,408,no,no,0,92,34.03,87,10.09,65,10.65,6.0,6,1.62,2,no
2134,MT,109,510,no,no,0,82,26.32,109,24.45,80,9.38,5.9,9,1.59,3,no
2135,KY,105,415,no,yes,24,99,46.7,118,16.45,109,13.48,10.8,3,2.92,3,no
2136,DC,68,415,yes,yes,39,140,24.14,89,20.54,72,13.59,11.3,5,3.05,1,no
2137,CO,63,408,yes,yes,21,99,25.76,89,12.56,114,9.47,10.0,4,2.7,1,no
2138,MI,74,415,no,no,0,114,21.22,121,11.31,85,7.21,10.6,7,2.86,3,no
2139,AL,76,415,no,no,0,85,30.46,66,18.95,113,8.47,12.4,2,3.35,0,no
2140,KS,91,408,yes,no,0,110,41.89,98,15.47,106,7.09,12.1,2,3.27,2,yes
2141,NC,101,415,no,no,0,114,39.56,123,15.84,122,6.9,11.5,6,3.11,5,no
2142,MN,84,415,no,no,0,114,36.74,107,16.79,104,9.8,9.8,3,2.65,1,no
2143,NY,111,415,no,no,0,117,30.91,91,13.44,123,11.98,9.7,9,2.62,0,no
2144,OK,155,408,no,yes,30,103,10.47,110,21.68,96,10.17,12.4,5,3.35,1,no
2145,NE,64,510,no,no,0,73,37.26,65,14.2,119,7.26,10.0,5,2.7,1,no
2146,OH,69,415,no,no,0,122,38.59,111,21.99,87,7.64,8.9,1,2.4,2,no
2147,CT,116,415,no,no,0,73,41.8,87,20.41,89,7.14,8.9,5,2.4,3,no
2148,OK,15,415,no,no,0,130,20.59,86,18.36,33,10.58,16.1,5,4.35,2,no
2149,NJ,88,415,no,no,0,136,51.26,72,21.9,118,5.98,13.4,2,3.62,4,yes
2150,IA,197,415,no,no,0,96,39.76,111,18.61,109,8.23,9.5,3,2.57,0,no
2151,VA,50,415,yes,no,0,108,16.93,102,26.24,62,7.25,13.7,6,3.7,2,yes
2152,VA,172,510,no,no,0,123,28.87,94,15.56,72,17.77,12.7,7,3.43,2,no
2153,NM,188,415,yes,yes,26,115,33.8,67,14.16,118,8.93,14.4,3,3.89,1,yes
2154,RI,103,510,yes,no,0,128,43.5,92,11.98,130,13.9,12.1,2,3.27,1,yes
2155,NE,155,408,no,yes,21,91,33.3,84,18.18,111,3.97,8.6,4,2.32,0,no
2156,WV,145,415,no,no,0,97,22.0,101,15.76,106,9.21,1.1,2,0.3,2,no
2157,WY,116,510,no,yes,12,108,37.57,118,12.84,80,8.06,9.0,6,2.43,2,no
2158,SC,152,408,no,no,0,92,23.89,96,15.88,89,10.22,9.5,5,2.57,2,no
2159,MS,65,415,yes,no,0,123,47.24,112,13.24,71,11.56,9.2,10,2.48,0,yes
2160,ND,180,415,no,no,0,105,38.23,101,21.25,73,9.72,6.7,5,1.81,3,yes
2161,IL,67,415,no,no,0,117,18.55,124,18.48,141,8.48,12.8,6,3.46,0,no
2162,OR,60,415,no,no,0,109,35.33,112,10.5,115,13.12,5.7,9,1.54,0,no
2163,UT,138,510,no,no,0,96,35.0,94,21.85,63,9.4,12.1,8,3.27,0,no
2164,IA,44,415,no,no,0,139,52.46,94,12.82,66,8.94,7.3,3,1.97,4,yes
2165,ME,25,510,no,no,0,69,41.24,117,17.77,82,9.89,14.4,6,3.89,2,no
2166,WY,145,408,no,no,0,82,39.03,103,11.74,109,11.29,3.3,3,0.89,1,no
2167,WI,122,510,no,yes,28,62,28.22,88,19.88,84,7.65,7.7,3,2.08,2,no
2168,SC,121,415,no,no,0,126,24.62,82,17.05,81,9.4,13.3,9,3.59,0,yes
2169,DC,55,510,yes,no,0,77,18.04,100,10.5,92,4.34,12.9,3,3.48,0,no
2170,CT,77,415,no,no,0,84,37.71,125,14.11,72,9.46,13.2,4,3.56,1,no
2171,OR,64,510,no,no,0,93,36.3,114,14.16,78,5.49,14.1,3,3.81,3,no
2172,NV,92,415,no,yes,44,95,25.84,73,23.37,121,7.31,10.0,1,2.7,2,no
2173,MN,125,415,yes,yes,29,81,44.34,112,13.91,117,12.23,17.0,6,4.59,1,yes
2174,OK,160,408,no,no,0,117,28.29,129,26.95,121,7.22,10.0,2,2.7,1,no
2175,KS,79,415,no,no,0,83,30.24,84,14.22,142,10.07,15.2,8,4.1,0,no
2176,RI,36,415,no,no,0,97,39.97,104,16.73,110,11.69,7.0,7,1.89,3,no
2177,DC,102,415,no,no,0,92,31.76,123,14.76,131,11.29,9.7,4,2.62,2,no
2178,IL,138,408,yes,no,0,81,45.63,115,14.82,96,8.71,11.6,4,3.13,1,no
2179,UT,164,510,no,no,0,95,32.66,94,21.23,100,5.97,7.3,3,1.97,3,no
2180,MN,125,415,no,no,0,82,40.92,85,22.9,74,8.42,10.1,3,2.73,0,yes
2181,WI,72,408,no,no,0,113,30.58,112,12.73,79,7.57,9.8,7,2.65,2,no
2182,MI,74,415,no,no,0,86,53.4,99,18.9,121,11.66,12.3,5,3.32,3,yes
2183,MI,134,415,no,yes,41,82,27.54,77,27.6,112,7.2,11.9,5,3.21,0,no
2184,MA,145,415,no,no,0,89,29.89,119,23.32,69,10.2,12.4,4,3.35,1,no
2185,VT,152,510,no,yes,20,108,36.48,82,8.21,145,7.68,7.9,5,2.13,1,no
2186,CT,162,408,no,no,0,121,8.36,136,12.23,97,9.14,12.1,13,3.27,1,no
2187,OR,72,510,no,no,0,133,24.02,96,11.47,97,10.24,11.2,3,3.02,2,no
2188,HI,101,415,no,no,0,89,43.04,114,20.22,85,6.94,9.7,7,2.62,4,no
2189,WV,125,415,no,no,0,128,35.02,71,16.84,116,6.12,13.2,3,3.56,0,no
2190,RI,46,408,no,no,0,105,6.87,83,14.65,89,6.53,9.0,2,2.43,2,no
2191,MI,132,408,no,no,0,104,49.5,132,19.91,87,8.63,8.9,3,2.4,1,yes
2192,ME,193,415,no,yes,31,58,12.1,105,10.6,108,7.0,11.7,3,3.16,0,no
2193,WV,63,510,no,no,0,69,44.51,135,20.83,94,9.09,14.7,4,3.97,0,yes
2194,NH,116,408,no,yes,24,138,31.21,90,17.32,89,7.51,6.0,3,1.62,2,no
2195,MD,189,415,no,yes,30,116,26.38,50,16.62,108,7.65,15.4,6,4.16,1,no
2196,NH,97,408,no,yes,28,93,48.13,98,15.76,78,14.08,6.1,8,1.65,1,no
2197,WV,137,510,no,yes,50,94,31.71,106,15.13,100,9.7,12.1,4,3.27,2,no
2198,IL,142,415,no,yes,38,104,27.76,114,11.56,127,11.21,4.3,6,1.16,0,no
2199,OK,84,510,no,no,0,125,34.58,88,15.55,121,9.62,13.8,2,3.73,1,no
2200,MI,158,415,no,no,0,103,33.3,95,7.57,82,13.6,10.3,3,2.78,1,no
2201,ND,50,415,no,no,0,127,50.2,100,10.83,105,7.51,9.6,6,2.59,1,no
2202,LA,98,408,no,no,0,82,23.14,118,13.29,83,7.15,10.1,5,2.73,2,no
2203,HI,101,415,no,yes,24,95,19.4,86,13.73,90,7.93,13.0,9,3.51,2,no
2204,NJ,182,415,no,no,0,124,47.45,108,15.34,104,9.79,9.5,11,2.57,2,yes
2205,NC,117,510,no,no,0,94,36.45,149,11.73,102,6.69,9.9,1,2.67,2,no
2206,PA,92,415,yes,no,0,125,43.49,111,12.13,101,8.15,11.7,3,3.16,0,no
2207,WY,122,415,no,no,0,93,20.28,103,19.03,122,9.54,8.7,4,2.35,2,no
2208,NJ,156,408,no,yes,27,137,32.69,115,16.99,112,10.99,14.8,8,4.0,1,no
2209,NJ,127,510,no,no,0,91,41.68,92,18.46,128,10.94,13.9,6,3.75,0,yes
2210,NC,130,408,yes,no,0,106,36.75,86,30.91,123,5.7,16.9,2,4.56,5,yes
2211,NM,158,408,no,no,0,114,29.31,69,21.81,104,10.59,0.0,0,0.0,2,no
2212,MS,145,510,yes,yes,30,107,29.8,116,13.03,85,10.51,11.1,3,3.0,1,no
2213,OK,127,510,no,yes,27,113,0.44,102,21.59,156,10.92,9.2,5,2.48,3,no
2214,ID,109,415,no,no,0,143,31.3,105,17.99,116,10.93,9.9,2,2.67,1,no
2215,AL,88,415,no,no,0,90,30.92,87,12.88,100,6.44,7.5,3,2.03,1,no
2216,WY,101,510,no,yes,9,116,27.22,121,17.85,65,6.26,10.8,9,2.92,0,no
2217,HI,171,510,no,no,0,122,32.27,85,14.76,84,11.57,10.3,1,2.78,0,no
2218,VA,21,415,no,no,0,142,37.94,114,18.4,111,9.66,12.4,2,3.35,1,no
2219,WV,145,408,no,yes,31,94,36.72,123,19.13,109,10.56,10.7,1,2.89,2,no
2220,DE,90,415,no,no,0,124,33.75,100,22.66,80,10.95,8.0,7,2.16,2,no
2221,CA,33,408,no,no,0,115,27.12,118,16.61,86,4.61,7.1,7,1.92,1,no
2222,PA,61,408,no,yes,40,78,17.85,100,15.35,115,7.83,10.2,2,2.75,2,yes
2223,MD,147,408,no,no,0,92,46.58,82,19.7,83,12.76,6.2,1,1.67,0,yes
2224,AL,117,510,no,no,0,84,26.98,91,15.44,67,7.98,7.7,10,2.08,2,no
2225,KS,186,510,no,no,0,97,23.43,118,15.95,85,6.59,8.7,6,2.35,1,no
2226,MI,128,415,no,no,0,94,30.5,92,22.98,88,8.59,7.9,4,2.13,0,no
2227,AK,55,408,no,yes,39,101,23.68,117,15.16,104,11.09,8.1,1,2.19,3,no
2228,IN,96,415,no,yes,23,88,31.13,89,12.53,108,15.76,11.3,7,3.05,1,no
2229,SC,107,415,no,no,0,79,35.17,117,22.3,69,6.72,10.7,3,2.89,0,no
2230,OK,35,415,no,no,0,59,30.46,101,24.08,83,12.84,5.8,7,1.57,2,no
2231,WI,74,408,no,no,0,136,30.16,104,20.43,133,10.68,12.0,3,3.24,0,no
2232,IN,130,408,no,no,0,129,19.65,104,14.26,124,6.38,12.6,9,3.4,1,no
2233,IL,137,408,yes,no,0,103,40.34,84,15.02,81,11.85,14.2,4,3.83,0,yes
2234,TN,88,415,no,no,0,116,30.86,119,15.9,96,9.91,10.5,7,2.84,1,no
2235,DC,80,408,no,no,0,90,8.76,98,13.94,80,7.62,9.5,4,2.57,3,no
2236,RI,123,510,no,yes,23,88,41.65,105,22.53,108,10.79,14.9,3,4.02,2,no
2237,MS,120,415,no,no,0,99,22.39,109,13.86,116,9.05,10.7,3,2.89,1,no
2238,KY,106,510,no,yes,9,100,15.05,109,27.61,86,3.6,8.2,4,2.21,3,no
2239,WI,137,510,no,no,0,81,26.44,94,11.31,77,11.39,9.1,2,2.46,1,no
2240,NE,67,510,no,yes,31,68,29.78,73,16.93,99,9.89,13.2,6,3.56,1,no
2241,WI,161,408,no,no,0,84,26.3,125,15.11,90,7.78,5.9,2,1.59,4,yes
2242,NJ,134,510,no,yes,34,105,42.02,133,19.17,76,8.38,6.1,5,1.65,2,yes
2243,WY,120,415,no,yes,24,81,38.68,71,19.97,128,7.49,9.0,13,2.43,1,no
2244,IN,130,408,no,yes,30,117,31.45,141,21.21,103,7.1,7.4,7,2.0,0,no
2245,WI,20,408,no,no,0,89,31.76,51,21.54,105,12.29,12.3,6,3.32,2,no
2246,VT,68,415,no,no,0,119,27.0,105,18.0,101,8.91,10.3,3,2.78,1,no
2247,CA,112,415,no,no,0,150,35.48,104,18.09,98,8.01,8.5,4,2.3,0,no
2248,IN,77,408,no,no,0,95,31.6,98,18.02,81,12.7,11.3,4,3.05,3,no
2249,IN,108,415,no,no,0,101,34.19,86,14.51,113,10.68,11.6,3,3.13,3,no
2250,IA,79,415,no,yes,17,114,28.54,93,20.71,114,9.54,9.1,2,2.46,1,no
2251,MD,119,408,no,no,0,88,40.65,79,20.7,92,10.39,10.9,3,2.94,3,yes
2252,MN,38,510,no,no,0,109,29.87,97,18.0,109,6.21,9.2,3,2.48,5,yes
2253,AR,109,415,no,yes,29,90,18.9,98,22.4,128,10.11,9.0,6,2.43,6,yes
2254,MS,78,415,no,no,0,74,14.91,58,18.26,147,9.06,10.8,6,2.92,1,no
2255,MN,134,415,no,no,0,99,41.5,111,20.99,133,9.0,7.2,2,1.94,0,no
2256,WA,47,415,no,yes,27,89,28.05,118,10.82,95,12.8,7.7,4,2.08,2,no
2257,MS,59,408,no,yes,27,110,21.66,99,8.78,73,7.39,9.1,3,2.46,0,no
2258,ID,151,415,no,no,0,106,33.12,103,24.88,82,10.11,5.5,3,1.49,0,no
2259,NC,129,415,no,no,0,131,9.3,105,21.77,135,7.95,11.1,4,3.0,1,no
2260,MT,137,408,yes,no,0,112,43.86,117,20.95,100,7.79,10.9,3,2.94,0,yes
2261,HI,24,415,no,no,0,132,40.05,129,9.85,136,8.34,16.2,2,4.37,0,no
2262,MN,30,408,no,no,0,68,9.18,96,15.24,101,11.12,10.2,8,2.75,1,no
2263,WV,70,415,no,no,0,87,36.52,114,11.14,104,9.76,9.4,3,2.54,3,no
2264,SD,52,510,yes,no,0,118,42.74,80,16.71,53,8.64,11.0,2,2.97,0,yes
2265,HI,3,408,no,no,0,99,23.63,108,21.31,87,12.88,6.1,3,1.65,4,no
2266,MS,38,415,no,no,0,114,19.94,105,17.74,98,9.15,14.4,2,3.89,2,no
2267,NY,104,415,no,no,0,108,44.88,75,11.24,91,8.0,10.6,8,2.86,3,no
2268,KS,166,415,yes,yes,28,126,29.89,76,21.56,72,5.78,11.4,5,3.08,1,no
2269,MA,13,408,no,no,0,100,37.47,79,17.95,112,11.67,13.6,8,3.67,2,no
2270,AK,52,408,no,no,0,104,36.89,83,12.95,109,6.04,11.8,4,3.19,2,no
2271,SD,114,415,no,yes,25,77,21.93,110,24.65,110,7.97,11.6,5,3.13,1,no
2272,CO,156,408,no,no,0,106,25.59,112,13.0,86,9.72,3.5,3,0.95,1,no
2273,NH,90,415,no,yes,42,66,32.86,85,22.38,97,9.65,11.1,4,3.0,0,no
2274,WV,62,415,no,no,0,122,32.22,95,8.82,106,8.13,10.8,5,2.92,2,no
2275,RI,120,415,no,yes,23,114,37.72,84,21.65,117,11.27,7.2,5,1.94,2,no
2276,ID,130,415,no,no,0,113,44.83,103,15.85,99,8.79,18.3,6,4.94,1,yes
2277,WI,90,408,no,no,0,91,10.42,94,16.52,80,6.44,11.4,9,3.08,1,no
2278,NM,147,408,yes,no,0,113,31.25,110,14.0,87,5.0,10.1,4,2.73,1,no
2279,WY,159,415,no,no,0,68,28.46,74,12.22,111,6.3,10.3,3,2.78,0,yes
2280,IL,74,510,no,yes,27,122,26.2,150,16.6,86,12.45,13.2,2,3.56,4,no
2281,TX,130,408,no,no,0,101,42.84,105,14.47,64,9.41,5.7,5,1.54,0,no
2282,MI,87,415,no,no,0,80,33.71,89,15.9,96,6.01,16.6,4,4.48,2,no
2283,VA,99,510,no,no,0,78,21.81,120,18.3,140,6.47,14.3,9,3.86,2,no
2284,SD,131,510,no,no,0,110,31.94,101,17.04,125,9.12,10.2,11,2.75,2,no
2285,AL,89,510,no,no,0,71,21.96,68,18.2,100,9.67,10.3,4,2.78,5,yes
2286,MS,123,415,yes,no,0,106,21.34,96,10.96,129,11.34,6.3,6,1.7,4,yes
2287,HI,99,415,no,no,0,90,21.18,70,12.44,95,7.62,10.5,6,2.84,1,no
2288,WV,36,408,no,no,0,144,29.77,69,18.44,146,10.97,9.9,3,2.67,1,no
2289,WV,87,415,no,no,0,91,21.13,105,14.74,109,11.53,7.5,5,2.03,3,no
2290,WV,139,415,no,no,0,130,46.17,131,13.26,108,6.13,11.6,9,3.13,2,no
2291,NM,96,415,no,yes,33,115,31.16,87,17.12,84,7.98,10.4,15,2.81,3,no
2292,NC,75,408,no,no,0,70,34.56,97,19.46,118,10.0,14.3,3,3.86,1,no
2293,NM,178,415,no,yes,35,88,29.82,65,16.15,94,6.24,10.5,3,2.84,2,no
2294,NJ,108,415,no,yes,41,110,29.17,78,11.57,103,8.25,10.8,7,2.92,0,no
2295,AZ,100,510,no,no,0,98,13.38,102,19.18,106,6.77,14.0,8,3.78,0,no
2296,RI,121,510,no,yes,20,110,36.02,120,18.28,107,10.73,9.4,2,2.54,0,no
2297,SD,116,415,no,no,0,101,10.83,95,16.64,87,9.45,10.0,6,2.7,1,no
2298,AL,19,415,yes,no,0,98,40.41,121,17.6,95,8.2,4.5,4,1.22,0,no
2299,WV,104,415,no,no,0,123,38.4,106,13.84,85,12.24,10.1,4,2.73,1,no
2300,MD,125,415,no,no,0,102,38.23,87,12.22,105,8.95,8.0,2,2.16,0,no
2301,IN,156,510,no,no,0,122,40.41,91,15.43,151,8.36,7.7,4,2.08,1,no
2302,WY,109,415,no,no,0,128,23.29,116,18.45,86,8.19,10.0,5,2.7,2,no
2303,NH,95,510,no,no,0,109,24.23,107,14.97,88,8.53,8.2,3,2.21,2,no
2304,MN,90,408,no,no,0,126,24.21,118,10.73,71,12.34,4.6,4,1.24,1,no
2305,MA,105,415,no,yes,21,112,24.99,43,16.77,93,12.03,8.7,3,2.35,2,no
2306,NH,101,510,no,no,0,124,37.45,101,16.03,98,12.53,10.6,4,2.86,1,no
2307,MN,95,415,no,no,0,96,25.36,116,22.16,120,9.05,8.1,2,2.19,1,no
2308,IA,123,415,no,no,0,88,34.75,111,11.69,100,10.17,10.0,4,2.7,0,no
2309,NY,160,408,no,no,0,77,36.86,117,17.62,117,10.29,5.6,2,1.51,1,no
2310,AL,141,510,no,yes,28,123,52.36,128,21.06,103,6.88,7.4,3,2.0,1,no
2311,WV,87,415,no,no,0,125,9.86,116,5.74,136,8.37,11.5,3,3.11,0,no
2312,NM,81,415,no,no,0,80,29.44,94,20.08,84,10.81,11.8,6,3.19,2,no
2313,CA,75,415,no,yes,19,90,35.75,87,20.55,102,9.71,13.1,3,3.54,4,no
2314,MA,126,408,no,yes,24,125,10.01,90,25.97,73,7.15,12.1,6,3.27,0,no
2315,NH,97,408,no,yes,32,87,15.3,113,23.49,107,8.33,8.6,6,2.32,2,yes
2316,IN,115,408,no,no,0,128,24.94,74,9.03,104,8.9,11.1,4,3.0,2,no
2317,WI,95,408,no,no,0,83,40.34,65,13.09,105,10.67,11.2,6,3.02,1,no
2318,MA,17,415,yes,no,0,118,27.68,91,19.52,94,14.97,13.6,3,3.67,0,yes
2319,NH,105,415,no,yes,20,114,31.77,91,21.79,104,15.06,8.9,2,2.4,1,no
2320,TX,121,415,no,no,0,100,14.64,113,22.08,79,6.66,9.1,9,2.46,2,no
2321,NC,125,408,no,no,0,89,36.09,127,18.31,73,8.41,11.3,2,3.05,2,no
2322,CT,124,415,no,no,0,98,25.67,119,10.25,81,6.88,9.2,2,2.48,2,no
2323,WY,134,510,no,no,0,93,50.32,117,19.24,98,11.11,12.3,10,3.32,0,yes
2324,LA,123,510,no,yes,32,77,36.09,78,21.38,85,9.39,6.6,2,1.78,3,no
2325,NV,124,415,no,no,0,61,39.85,111,15.24,117,12.85,10.4,6,2.81,3,no
2326,WV,133,510,no,no,0,92,30.06,97,15.94,88,8.86,6.5,3,1.76,2,no
2327,SC,1,415,no,yes,26,68,24.92,67,14.69,113,7.82,10.0,2,2.7,1,no
2328,KS,107,415,no,no,0,108,44.29,110,8.7,148,5.84,9.8,5,2.65,1,no
2329,NY,91,415,no,yes,20,98,24.84,104,23.58,100,6.2,6.2,3,1.67,1,no
2330,MI,178,408,yes,no,0,134,21.17,78,12.0,113,12.07,11.4,2,3.08,2,yes
2331,MA,123,415,no,no,0,49,35.6,117,20.18,98,10.76,9.8,11,2.65,1,no
2332,UT,170,415,no,no,0,44,48.57,144,14.24,97,11.7,8.7,4,2.35,1,yes
2333,HI,135,415,no,no,0,44,32.45,109,13.72,100,10.44,8.4,2,2.27,1,no
2334,PA,85,408,no,no,0,88,24.55,105,22.49,94,8.34,9.9,3,2.67,1,no
